100000000	6.16676	6.16676	1.61935	-18.3797
100000000	6.16676	6.16676	0.821199	-18.3798
100000000	6.16676	6.16676	0.582721	-18.3799
100000000	6.16676	6.16676	0.434392	-18.3799
100000000	6.16676	6.16676	0.353357	-18.3799
100000000	6.16676	6.16676	0.29566	-18.3799
100000000	6.16676	6.16676	0.25353	-18.3798
100000000	6.16676	6.16676	0.234295	-18.3798
100000000	6.16676	6.16676	0.208349	-18.3799
100000000	6.16676	6.16676	0.197246	-18.3799
100000000	6.16676	6.16676	0.199645	-18.3798
100000000	6.16676	6.16676	0.182376	-18.3799
100000000	6.16676	6.16676	0.151758	-18.3799
100000000	6.16676	6.16676	0.16013	-18.3799
100000000	6.16676	6.16676	0.133685	-18.3799
100000000	6.16676	6.16676	0.128479	-18.3799
100000000	6.16676	6.16676	0.139333	-18.3799
100000000	6.16676	6.16676	0.126681	-18.3799
100000000	6.16676	6.16676	0.109428	-18.3798
100000000	6.16676	6.16676	0.15201	-18.3799
100000000	6.16676	6.16676	0.124227	-18.3799
100000000	6.16676	6.16676	0.135195	-18.3799
100000000	6.16676	6.16676	0.110026	-18.3799
100000000	6.16676	6.16676	0.120352	-18.3799
100000000	6.16676	6.16676	0.119637	-18.3799
100000000	6.16676	6.16676	0.090028	-18.3799
100000000	6.16676	6.16676	0.107452	-18.3799
100000000	6.16676	6.16676	0.114813	-18.3799
100000000	6.16676	6.16676	0.093596	-18.3799
100000000	6.16676	6.16676	0.114733	-18.3799
100000000	6.16676	6.16676	0.0893302	-18.3799
100000000	6.16676	6.16676	0.0882449	-18.3799
100000000	6.16676	6.16676	0.113676	-18.3799
100000000	6.16676	6.16676	0.102012	-18.3799
100000000	6.16676	6.16676	0.0948479	-18.3799
100000000	6.16676	6.16676	0.0803362	-18.3799
100000000	6.16676	6.16676	0.0742575	-18.3799
100000000	6.16676	6.16676	0.0793176	-18.3799
100000000	6.16676	6.16676	0.0915137	-18.3799
100000000	6.16676	6.16676	0.0843561	-18.3799
